Date,UMANGDAIRY
2017-02-14,74.45
2017-02-15,73.65
2017-02-16,73.85
2017-02-17,73.7
2017-02-20,84.45
2017-02-21,81.35
2017-02-22,79.0
2017-02-23,77.7
2017-02-27,77.2
2017-02-28,77.05
2017-03-01,81.35
2017-03-02,78.1
2017-03-03,78.25
2017-03-06,79.0
2017-03-07,79.25
2017-03-08,77.9
2017-03-09,76.9
2017-03-10,77.0
2017-03-14,78.15
2017-03-15,77.95
2017-03-16,77.4
2017-03-17,77.95
2017-03-20,77.8
2017-03-21,76.45
2017-03-22,75.8
2017-03-23,75.7
2017-03-24,74.5
2017-03-27,77.35
2017-03-28,77.85
2017-03-29,76.2
2017-03-30,76.6
2017-03-31,77.9
2017-04-03,78.95
2017-04-05,77.9
2017-04-06,77.35
2017-04-07,78.6
2017-04-10,77.5
2017-04-11,78.85
2017-04-12,78.8
2017-04-13,82.65
2017-04-17,83.75
2017-04-18,81.45
2017-04-19,83.05
2017-04-20,90.6
2017-04-21,87.6
2017-04-24,86.3
2017-04-25,87.05
2017-04-26,85.6
2017-04-27,86.05
2017-04-28,85.6
2017-05-02,83.1
2017-05-03,82.3
2017-05-04,82.75
2017-05-05,79.8
2017-05-08,79.0
2017-05-09,81.4
2017-05-10,82.6
2017-05-11,82.7
2017-05-12,81.15
2017-05-15,81.55
2017-05-16,81.95
2017-05-17,88.1
2017-05-18,86.2
2017-05-19,84.95
2017-05-22,86.0
2017-05-23,81.0
2017-05-24,80.65
2017-05-25,81.0
2017-05-26,80.95
2017-05-29,77.8
2017-05-30,77.5
2017-05-31,80.8
2017-06-01,80.6
2017-06-02,80.1
2017-06-05,79.9
2017-06-06,78.6
2017-06-07,78.75
2017-06-08,78.2
2017-06-09,78.3
2017-06-12,79.45
2017-06-13,78.75
2017-06-14,78.2
2017-06-15,78.45
2017-06-16,80.0
2017-06-19,79.1
2017-06-20,79.45
2017-06-21,81.15
2017-06-22,84.2
2017-06-23,83.95
2017-06-27,80.55
2017-06-28,81.05
2017-06-29,81.15
2017-06-30,80.45
2017-07-03,81.65
2017-07-04,80.55
2017-07-05,81.55
2017-07-06,82.95
2017-07-07,82.7
2017-07-10,81.7
2017-07-11,80.5
2017-07-12,81.45
2017-07-13,81.45
2017-07-14,81.2
2017-07-17,77.75
2017-07-18,78.55
2017-07-19,80.25
2017-07-20,81.85
2017-07-21,81.65
2017-07-24,82.0
2017-07-25,84.4
2017-07-26,83.65
2017-07-27,82.0
2017-07-28,81.65
2017-07-31,80.9
2017-08-01,79.85
2017-08-02,80.2
2017-08-03,79.05
2017-08-04,80.6
2017-08-07,80.4
2017-08-08,78.55
2017-08-09,73.7
2017-08-10,71.05
2017-08-11,71.0
2017-08-14,69.3
2017-08-16,71.4
2017-08-17,72.0
2017-08-18,71.05
2017-08-21,68.1
2017-08-22,68.5
2017-08-23,68.05
2017-08-24,69.15
2017-08-28,69.25
2017-08-29,68.35
2017-08-30,68.45
2017-08-31,70.6
2017-09-01,71.1
2017-09-04,68.6
2017-09-05,68.9
2017-09-06,68.95
2017-09-07,69.65
2017-09-08,69.2
2017-09-11,71.65
2017-09-12,71.1
2017-09-13,70.75
2017-09-14,70.95
2017-09-15,70.7
2017-09-18,69.95
2017-09-19,69.3
2017-09-20,68.55
2017-09-21,73.25
2017-09-22,68.8
2017-09-25,67.3
2017-09-26,68.1
2017-09-27,66.65
2017-09-28,66.45
2017-09-29,66.05
2017-10-03,66.65
2017-10-04,65.95
2017-10-05,66.7
2017-10-06,66.95
2017-10-09,67.55
2017-10-10,68.75
2017-10-11,70.25
2017-10-12,70.2
2017-10-13,69.95
2017-10-16,68.5
2017-10-17,69.25
2017-10-18,68.8
2017-10-19,69.95
2017-10-23,74.5
2017-10-24,72.5
2017-10-25,73.4
2017-10-26,72.15
2017-10-27,71.5
2017-10-30,71.25
2017-10-31,70.5
2017-11-01,73.9
2017-11-02,71.9
2017-11-03,71.65
2017-11-06,72.0
2017-11-07,71.65
2017-11-08,69.85
2017-11-09,69.75
2017-11-10,69.35
2017-11-13,69.45
2017-11-14,68.4
2017-11-15,65.8
2017-11-16,67.15
2017-11-17,67.0
2017-11-20,70.8
2017-11-21,71.95
2017-11-22,71.25
2017-11-23,73.05
2017-11-24,71.7
2017-11-27,75.9
2017-11-28,77.7
2017-11-29,75.55
2017-11-30,74.7
2017-12-01,72.5
2017-12-04,71.65
2017-12-05,71.65
2017-12-06,70.65
2017-12-07,72.05
2017-12-08,75.7
2017-12-11,81.65
2017-12-12,77.2
2017-12-13,78.8
2017-12-14,78.65
2017-12-15,79.65
2017-12-18,81.4
2017-12-19,81.35
2017-12-20,81.15
2017-12-21,82.0
2017-12-22,80.2
2017-12-26,79.6
2017-12-27,80.2
2017-12-28,78.8
2017-12-29,81.2
