Date,NOCIL
2013-07-17,14.45
2013-07-18,13.9
2013-07-19,13.9
2013-07-22,13.85
2013-07-23,13.65
2013-07-24,13.4
2013-07-25,14.3
2013-07-26,14.5
2013-07-29,14.15
2013-07-30,13.55
2013-07-31,13.2
2013-08-01,12.85
2013-08-02,12.65
2013-08-05,12.75
2013-08-06,12.3
2013-08-07,12.35
2013-08-08,12.45
2013-08-12,12.8
2013-08-13,13.1
2013-08-14,13.3
2013-08-16,12.8
2013-08-19,12.6
2013-08-20,12.85
2013-08-21,12.65
2013-08-22,12.65
2013-08-23,12.7
2013-08-26,12.75
2013-08-27,12.45
2013-08-28,12.25
2013-08-29,12.3
2013-08-30,12.3
2013-09-02,12.4
2013-09-03,12.2
2013-09-04,12.2
2013-09-05,12.3
2013-09-06,12.7
2013-09-10,12.8
2013-09-11,12.75
2013-09-12,13.05
2013-09-13,13.35
2013-09-16,13.25
2013-09-17,12.9
2013-09-18,13.0
2013-09-19,13.45
2013-09-20,12.85
2013-09-23,12.75
2013-09-24,13.2
2013-09-25,13.1
2013-09-26,13.05
2013-09-27,13.1
2013-09-30,12.9
2013-10-01,13.0
2013-10-03,13.2
2013-10-04,13.25
2013-10-07,13.25
2013-10-08,13.25
2013-10-09,13.95
2013-10-10,13.7
2013-10-11,13.95
2013-10-14,14.1
2013-10-15,13.75
2013-10-17,13.8
2013-10-18,14.25
2013-10-21,14.45
2013-10-22,14.65
2013-10-23,14.6
2013-10-24,14.25
2013-10-25,15.1
2013-10-28,14.9
2013-10-29,14.4
2013-10-30,14.55
2013-10-31,14.8
2013-11-01,15.05
2013-11-03,14.95
2013-11-05,14.95
2013-11-06,15.0
2013-11-07,14.5
2013-11-08,14.55
2013-11-11,14.3
2013-11-12,14.1
2013-11-13,14.15
2013-11-14,14.15
2013-11-18,14.35
2013-11-19,14.6
2013-11-20,14.45
2013-11-21,14.35
2013-11-22,14.2
2013-11-25,14.3
2013-11-26,14.25
2013-11-27,14.15
2013-11-28,14.3
2013-11-29,14.8
2013-12-02,14.85
2013-12-03,14.6
2013-12-04,14.65
2013-12-05,14.6
2013-12-06,14.6
2013-12-09,14.55
2013-12-10,14.35
2013-12-11,14.25
2013-12-12,14.15
2013-12-13,14.05
2013-12-16,13.8
2013-12-17,13.9
2013-12-18,14.15
2013-12-19,14.1
2013-12-20,14.2
2013-12-23,15.25
2013-12-24,15.35
2013-12-26,15.25
2013-12-27,15.0
2013-12-30,15.1
2013-12-31,14.9
2014-01-01,15.05
2014-01-02,15.15
2014-01-03,15.05
2014-01-06,15.85
2014-01-07,15.45
2014-01-08,15.4
2014-01-09,15.3
2014-01-10,15.1
2014-01-13,14.95
2014-01-14,14.9
2014-01-15,14.8
2014-01-16,14.7
2014-01-17,14.55
2014-01-20,14.55
2014-01-21,14.5
2014-01-22,14.5
2014-01-23,14.4
2014-01-24,14.15
2014-01-27,13.95
2014-01-28,13.9
2014-01-29,13.9
2014-01-30,13.85
2014-01-31,13.85
2014-02-03,13.75
2014-02-04,13.8
2014-02-05,13.75
2014-02-06,14.2
2014-02-07,13.9
2014-02-10,13.85
2014-02-11,14.15
2014-02-12,14.25
2014-02-13,14.0
2014-02-14,14.3
2014-02-17,14.05
2014-02-18,14.15
2014-02-19,14.05
2014-02-20,13.9
2014-02-21,14.2
2014-02-24,14.45
2014-02-25,14.3
2014-02-26,14.25
2014-02-28,14.3
2014-03-03,14.05
2014-03-04,14.15
2014-03-05,14.1
2014-03-06,14.45
2014-03-07,14.65
2014-03-10,14.5
2014-03-11,14.25
2014-03-12,14.25
2014-03-13,14.25
2014-03-14,14.05
2014-03-18,14.2
2014-03-19,14.25
2014-03-20,14.3
2014-03-21,14.7
2014-03-22,14.65
2014-03-24,14.55
2014-03-25,14.4
2014-03-26,14.65
2014-03-27,15.1
2014-03-28,15.1
2014-03-31,15.5
2014-04-01,15.4
2014-04-02,16.0
2014-04-03,16.15
2014-04-04,17.05
2014-04-07,18.0
2014-04-09,17.8
2014-04-10,17.6
2014-04-11,17.95
2014-04-15,17.95
2014-04-16,17.1
2014-04-17,17.5
2014-04-21,18.5
2014-04-22,18.3
2014-04-23,18.9
2014-04-25,18.55
2014-04-28,18.2
2014-04-29,18.75
2014-04-30,18.7
2014-05-02,17.85
2014-05-05,18.05
2014-05-06,19.2
2014-05-07,18.95
2014-05-08,18.25
2014-05-09,18.25
2014-05-12,18.05
2014-05-13,18.45
2014-05-14,18.4
2014-05-15,17.85
2014-05-16,17.75
2014-05-19,19.2
2014-05-20,21.45
2014-05-21,23.1
2014-05-22,22.8
2014-05-23,22.8
2014-05-26,21.8
2014-05-27,23.25
2014-05-28,24.2
2014-05-29,23.25
2014-05-30,23.05
2014-06-02,26.75
2014-06-03,25.8
2014-06-04,26.35
2014-06-05,26.6
2014-06-06,26.1
2014-06-09,26.9
2014-06-10,26.75
2014-06-11,25.95
2014-06-12,26.25
2014-06-13,24.0
2014-06-16,24.4
2014-06-17,25.15
2014-06-18,24.65
2014-06-19,24.1
2014-06-20,23.5
2014-06-23,23.05
2014-06-24,24.65
2014-06-25,24.7
2014-06-26,24.7
2014-06-27,24.35
2014-06-30,24.7
2014-07-01,24.6
2014-07-02,24.6
2014-07-03,23.8
2014-07-04,25.0
2014-07-07,25.15
2014-07-08,22.85
2014-07-09,22.3
2014-07-10,22.65
2014-07-11,21.2
2014-07-14,21.5
2014-07-15,22.45
2014-07-16,22.5
2014-07-17,22.75
2014-07-18,22.5
2014-07-21,23.1
2014-07-22,22.7
2014-07-23,23.05
2014-07-24,23.65
2014-07-25,22.7
2014-07-28,22.0
2014-07-30,21.85
2014-07-31,22.6
2014-08-01,22.75
2014-08-04,24.15
2014-08-05,23.95
2014-08-06,25.2
2014-08-07,24.95
2014-08-08,23.35
2014-08-11,24.1
2014-08-12,24.1
2014-08-13,26.0
2014-08-14,25.8
2014-08-18,27.45
2014-08-19,28.7
2014-08-20,29.85
2014-08-21,28.9
2014-08-22,29.45
2014-08-25,30.8
2014-08-26,33.3
2014-08-27,33.25
2014-08-28,33.8
2014-09-01,34.2
2014-09-02,38.15
2014-09-03,38.25
2014-09-04,37.65
2014-09-05,38.65
2014-09-08,42.5
2014-09-09,44.05
2014-09-10,43.6
2014-09-11,42.9
2014-09-12,41.35
2014-09-15,41.55
2014-09-16,37.45
2014-09-17,41.15
2014-09-18,45.25
2014-09-19,44.15
2014-09-22,44.3
2014-09-23,40.95
2014-09-24,40.65
2014-09-25,39.15
2014-09-26,42.05
2014-09-29,42.55
2014-09-30,41.3
2014-10-01,42.2
2014-10-07,42.25
2014-10-08,41.7
2014-10-09,43.35
2014-10-10,41.65
2014-10-13,41.7
2014-10-14,40.0
2014-10-16,37.05
2014-10-17,38.05
2014-10-20,38.6
2014-10-21,38.8
2014-10-22,43.35
2014-10-23,43.3
2014-10-27,41.2
2014-10-28,42.15
2014-10-29,42.3
2014-10-30,41.75
2014-10-31,43.45
2014-11-03,47.5
2014-11-05,47.0
2014-11-07,45.75
2014-11-10,45.7
2014-11-11,45.85
2014-11-12,46.45
2014-11-13,44.95
2014-11-14,44.85
2014-11-17,44.2
2014-11-18,42.95
2014-11-19,41.55
2014-11-20,41.05
2014-11-21,41.8
2014-11-24,40.85
2014-11-25,39.0
2014-11-26,40.05
2014-11-27,39.8
2014-11-28,38.9
2014-12-01,38.3
2014-12-02,39.95
2014-12-03,41.1
2014-12-04,40.2
2014-12-05,39.8
2014-12-08,39.3
2014-12-09,38.15
2014-12-10,38.8
2014-12-11,38.0
2014-12-12,36.7
2014-12-15,35.3
2014-12-16,33.65
2014-12-17,32.7
2014-12-18,36.55
2014-12-19,34.6
2014-12-22,33.95
2014-12-23,32.9
2014-12-24,34.2
2014-12-26,33.45
2014-12-29,33.65
2014-12-30,33.65
2014-12-31,35.2
2015-01-01,36.25
2015-01-02,36.25
2015-01-05,35.9
2015-01-06,34.35
2015-01-07,34.0
2015-01-08,35.5
2015-01-09,39.85
2015-01-12,38.15
2015-01-13,38.6
2015-01-14,38.0
2015-01-15,38.95
2015-01-16,37.8
2015-01-19,37.85
2015-01-20,38.4
2015-01-21,38.95
2015-01-22,41.8
2015-01-23,40.8
2015-01-27,42.15
2015-01-28,41.0
2015-01-29,41.25
2015-01-30,40.2
2015-02-02,39.4
2015-02-03,38.05
2015-02-04,38.1
2015-02-05,37.75
2015-02-06,36.6
2015-02-09,35.55
2015-02-10,35.6
2015-02-11,36.55
2015-02-12,38.25
2015-02-13,39.2
2015-02-16,37.8
2015-02-18,38.4
2015-02-19,37.65
2015-02-20,37.15
2015-02-23,36.25
2015-02-24,36.1
2015-02-25,35.35
2015-02-26,34.6
2015-02-27,35.45
2015-02-28,35.3
2015-03-02,35.95
2015-03-03,38.8
2015-03-04,36.4
2015-03-05,36.95
2015-03-09,36.4
2015-03-10,38.0
2015-03-11,36.95
2015-03-12,36.9
2015-03-13,35.9
2015-03-16,35.3
2015-03-17,36.55
2015-03-18,36.5
2015-03-19,36.25
2015-03-20,35.3
2015-03-23,35.25
2015-03-24,36.1
2015-03-25,35.6
2015-03-26,35.0
2015-03-27,35.8
2015-03-30,37.9
2015-03-31,37.5
2015-04-01,39.85
2015-04-06,39.85
2015-04-07,41.55
2015-04-08,41.55
2015-04-09,43.2
2015-04-10,42.55
2015-04-13,44.55
2015-04-15,43.3
2015-04-16,42.05
2015-04-17,41.7
2015-04-20,40.2
2015-04-21,39.65
2015-04-22,39.65
2015-04-23,40.6
2015-04-24,39.7
2015-04-27,38.55
2015-04-28,39.85
2015-04-29,41.05
2015-04-30,39.8
2015-05-04,40.8
2015-05-05,40.05
2015-05-06,38.35
2015-05-07,37.45
2015-05-08,41.05
2015-05-11,40.5
2015-05-12,39.2
2015-05-13,39.85
2015-05-14,40.25
2015-05-15,40.95
2015-05-18,43.6
2015-05-19,42.8
2015-05-20,42.25
2015-05-21,41.5
2015-05-22,42.0
2015-05-25,40.95
2015-05-26,40.8
2015-05-27,40.4
2015-05-28,41.35
2015-05-29,40.75
2015-06-01,41.85
2015-06-02,41.85
2015-06-03,39.75
2015-06-04,39.5
2015-06-05,39.65
2015-06-08,39.25
2015-06-09,39.3
2015-06-10,40.2
2015-06-11,39.4
2015-06-12,39.4
2015-06-15,39.6
2015-06-16,40.5
2015-06-17,40.9
2015-06-18,42.65
2015-06-19,48.0
2015-06-22,46.6
2015-06-23,50.4
2015-06-24,48.6
2015-06-25,48.55
2015-06-26,48.45
2015-06-29,47.45
2015-06-30,51.8
2015-07-01,52.75
2015-07-02,51.85
2015-07-03,50.75
2015-07-06,49.9
2015-07-07,50.0
2015-07-08,49.1
2015-07-09,49.05
2015-07-10,49.0
2015-07-13,51.05
2015-07-14,52.15
2015-07-15,52.8
2015-07-16,54.65
2015-07-17,53.3
2015-07-20,53.85
2015-07-21,51.85
2015-07-22,53.85
2015-07-23,50.95
2015-07-24,48.6
2015-07-27,48.6
2015-07-28,47.85
2015-07-29,49.2
2015-07-30,49.15
2015-07-31,48.25
2015-08-03,48.45
2015-08-04,51.4
2015-08-05,51.05
2015-08-06,49.9
2015-08-07,49.35
2015-08-10,49.0
2015-08-11,47.75
2015-08-12,45.9
2015-08-13,44.0
2015-08-14,45.45
2015-08-17,47.85
2015-08-18,48.3
2015-08-19,47.35
2015-08-20,45.9
2015-08-21,44.95
2015-08-24,39.0
2015-08-25,40.65
2015-08-26,40.3
2015-08-27,41.9
2015-08-28,40.45
2015-08-31,40.85
2015-09-01,38.55
2015-09-02,39.8
2015-09-03,40.55
2015-09-04,38.95
2015-09-07,37.9
2015-09-08,37.85
2015-09-09,39.3
2015-09-10,38.05
2015-09-11,41.3
2015-09-14,42.9
2015-09-15,42.85
2015-09-16,41.4
2015-09-18,42.8
2015-09-21,43.3
2015-09-22,41.85
2015-09-23,44.2
2015-09-24,43.55
2015-09-28,42.75
2015-09-29,44.2
2015-09-30,44.9
2015-10-01,44.0
2015-10-05,46.25
2015-10-06,45.6
2015-10-07,46.1
2015-10-08,47.6
2015-10-09,46.95
2015-10-12,45.85
2015-10-13,46.5
2015-10-14,46.05
2015-10-15,46.15
2015-10-16,46.6
2015-10-19,45.95
2015-10-20,45.9
2015-10-21,49.15
2015-10-23,48.15
2015-10-26,46.9
2015-10-27,47.4
2015-10-28,50.65
2015-10-29,48.8
2015-10-30,46.85
2015-11-02,46.45
2015-11-03,48.05
2015-11-04,48.15
2015-11-05,46.55
2015-11-06,46.25
2015-11-09,47.8
2015-11-10,47.4
2015-11-11,48.4
2015-11-13,47.35
2015-11-16,47.6
2015-11-17,47.5
2015-11-18,46.85
2015-11-19,47.65
2015-11-20,49.9
2015-11-23,51.05
2015-11-24,51.95
2015-11-26,54.0
2015-11-27,53.35
2015-11-30,54.05
2015-12-01,56.6
2015-12-02,56.45
2015-12-03,55.55
2015-12-04,55.35
2015-12-07,60.35
2015-12-08,57.5
2015-12-09,55.2
2015-12-10,57.75
2015-12-11,58.0
2015-12-14,60.8
2015-12-15,62.3
2015-12-16,61.35
2015-12-17,61.05
2015-12-18,60.55
2015-12-21,61.05
2015-12-22,61.5
2015-12-23,60.75
2015-12-24,60.2
2015-12-28,60.1
2015-12-29,57.7
2015-12-30,57.35
2015-12-31,57.9
2016-01-01,58.9
2016-01-04,56.85
2016-01-05,59.45
2016-01-06,57.65
2016-01-07,54.0
2016-01-08,55.75
2016-01-11,56.2
2016-01-12,54.55
2016-01-13,52.05
2016-01-14,51.45
2016-01-15,49.1
2016-01-18,46.3
2016-01-19,47.5
2016-01-20,45.4
2016-01-21,46.15
2016-01-22,48.15
2016-01-25,48.7
2016-01-27,49.35
2016-01-28,49.65
2016-01-29,49.55
2016-02-01,51.3
2016-02-02,49.65
2016-02-03,47.4
2016-02-04,45.65
2016-02-05,47.3
2016-02-08,46.4
2016-02-09,45.0
2016-02-10,43.75
2016-02-11,39.8
2016-02-12,41.45
2016-02-15,42.65
2016-02-16,40.65
2016-02-17,40.05
2016-02-18,40.55
2016-02-19,40.25
2016-02-22,42.2
2016-02-23,41.4
2016-02-24,40.1
2016-02-25,38.95
2016-02-26,38.85
2016-02-29,38.85
2016-03-01,41.8
2016-03-02,42.95
2016-03-03,44.0
2016-03-04,44.4
2016-03-08,44.5
2016-03-09,44.2
2016-03-10,45.7
2016-03-11,45.1
2016-03-14,45.1
2016-03-15,44.35
2016-03-16,45.45
2016-03-17,45.4
2016-03-18,45.1
2016-03-21,44.95
2016-03-22,44.75
2016-03-23,45.6
2016-03-28,44.7
2016-03-29,46.65
2016-03-30,47.1
2016-03-31,46.15
2016-04-01,47.8
2016-04-04,48.45
2016-04-05,45.95
2016-04-06,47.9
2016-04-07,48.45
2016-04-08,51.1
2016-04-11,50.75
2016-04-12,52.1
2016-04-13,52.4
2016-04-18,52.15
2016-04-20,51.35
2016-04-21,51.25
2016-04-22,50.25
2016-04-25,50.05
2016-04-26,50.65
2016-04-27,54.5
2016-04-28,54.05
2016-04-29,54.35
2016-05-02,55.5
2016-05-03,54.05
2016-05-04,52.8
2016-05-05,53.1
2016-05-06,53.2
2016-05-09,52.7
2016-05-10,52.45
2016-05-11,53.75
2016-05-12,55.15
2016-05-13,53.95
2016-05-16,55.55
2016-05-17,54.0
2016-05-18,53.95
2016-05-19,52.35
2016-05-20,51.7
2016-05-23,51.2
2016-05-24,50.1
2016-05-25,50.3
2016-05-26,49.15
2016-05-27,49.95
2016-05-30,48.6
2016-05-31,47.2
2016-06-01,48.95
2016-06-02,49.2
2016-06-03,49.4
2016-06-06,50.65
2016-06-07,50.7
2016-06-08,51.6
2016-06-09,51.55
2016-06-10,51.2
2016-06-13,52.15
2016-06-14,52.15
2016-06-15,53.65
2016-06-16,52.55
2016-06-17,52.3
2016-06-20,52.7
2016-06-21,52.6
2016-06-22,51.6
2016-06-23,50.45
2016-06-24,49.05
2016-06-27,51.85
2016-06-28,51.95
2016-06-29,53.05
2016-06-30,53.8
2016-07-01,54.65
2016-07-04,57.45
2016-07-05,56.7
2016-07-07,56.0
2016-07-08,55.15
2016-07-11,56.8
2016-07-12,56.1
2016-07-13,54.75
2016-07-14,55.35
2016-07-15,54.1
2016-07-18,55.7
2016-07-19,55.3
2016-07-20,58.55
2016-07-21,57.2
2016-07-22,60.25
2016-07-25,61.3
2016-07-26,58.3
2016-07-27,58.85
2016-07-28,57.1
2016-07-29,56.95
2016-08-01,55.9
2016-08-02,54.6
2016-08-03,53.55
2016-08-04,54.65
2016-08-05,55.6
2016-08-08,54.65
2016-08-09,57.1
2016-08-10,56.0
2016-08-11,55.6
2016-08-12,57.35
2016-08-16,58.6
2016-08-17,59.2
2016-08-18,58.75
2016-08-19,59.25
2016-08-22,65.3
2016-08-23,65.15
2016-08-24,66.75
2016-08-25,64.15
2016-08-26,63.95
2016-08-29,63.5
2016-08-30,64.35
2016-08-31,63.55
2016-09-01,62.2
2016-09-02,62.75
2016-09-06,62.7
2016-09-07,63.4
2016-09-08,64.95
2016-09-09,64.25
2016-09-12,62.5
2016-09-14,63.25
2016-09-15,64.5
2016-09-16,65.95
2016-09-19,68.55
2016-09-20,68.45
2016-09-21,67.6
2016-09-22,68.4
2016-09-23,66.7
2016-09-26,68.4
2016-09-27,72.05
2016-09-28,74.75
2016-09-29,68.35
2016-09-30,71.05
2016-10-03,76.75
2016-10-04,79.15
2016-10-05,76.45
2016-10-06,75.55
2016-10-07,76.4
2016-10-10,76.85
2016-10-13,74.25
2016-10-14,75.5
2016-10-17,74.2
2016-10-18,75.35
2016-10-19,79.15
2016-10-20,78.4
2016-10-21,77.4
2016-10-24,78.55
2016-10-25,76.55
2016-10-26,75.5
2016-10-27,73.95
2016-10-28,76.05
2016-10-30,77.5
2016-11-01,78.75
2016-11-02,76.3
2016-11-03,74.9
2016-11-04,71.65
2016-11-07,73.75
2016-11-08,72.2
2016-11-09,70.85
2016-11-10,72.05
2016-11-11,68.95
2016-11-15,62.5
2016-11-16,65.35
2016-11-17,64.85
2016-11-18,64.25
2016-11-21,61.3
2016-11-22,62.2
2016-11-23,63.85
2016-11-24,63.85
2016-11-25,64.5
2016-11-28,65.85
2016-11-29,67.25
2016-11-30,69.55
2016-12-01,70.1
2016-12-02,67.0
2016-12-05,69.15
2016-12-06,70.25
2016-12-07,69.6
2016-12-08,70.75
2016-12-09,70.95
2016-12-12,68.5
2016-12-13,70.45
2016-12-14,69.35
2016-12-15,69.15
2016-12-16,69.0
2016-12-19,68.55
2016-12-20,69.4
2016-12-21,68.2
2016-12-22,66.35
2016-12-23,66.2
2016-12-26,63.45
2016-12-27,66.0
2016-12-28,65.45
2016-12-29,66.8
2016-12-30,67.15
2017-01-02,68.5
2017-01-03,70.0
2017-01-04,72.15
2017-01-05,71.95
2017-01-06,71.2
2017-01-09,73.7
2017-01-10,72.55
2017-01-11,72.75
2017-01-12,71.3
2017-01-13,74.05
2017-01-16,74.6
2017-01-17,75.85
2017-01-18,75.0
2017-01-19,77.1
2017-01-20,76.15
2017-01-23,74.85
2017-01-24,76.1
2017-01-25,75.15
2017-01-27,74.35
2017-01-30,74.85
2017-01-31,74.75
2017-02-01,76.05
2017-02-02,74.5
2017-02-03,74.2
2017-02-06,75.45
2017-02-07,78.55
2017-02-08,79.3
2017-02-09,78.15
2017-02-10,80.15
2017-02-13,81.85
2017-02-14,83.85
2017-02-15,80.3
2017-02-16,81.9
2017-02-17,81.1
2017-02-20,84.5
2017-02-21,83.15
2017-02-22,82.5
2017-02-23,82.65
2017-02-27,83.85
2017-02-28,85.05
2017-03-01,83.95
2017-03-02,81.3
2017-03-03,81.9
2017-03-06,82.6
2017-03-07,81.75
2017-03-08,81.85
2017-03-09,80.35
2017-03-10,83.15
2017-03-14,83.8
2017-03-15,84.05
2017-03-16,84.85
2017-03-17,86.8
2017-03-20,87.15
2017-03-21,85.55
2017-03-22,84.8
2017-03-23,84.5
2017-03-24,84.75
2017-03-27,85.1
2017-03-28,89.9
2017-03-29,88.45
2017-03-30,90.55
2017-03-31,93.8
2017-04-03,95.85
2017-04-05,96.55
2017-04-06,94.75
2017-04-07,94.8
2017-04-10,93.9
2017-04-11,97.2
2017-04-12,101.25
2017-04-13,99.8
2017-04-17,99.3
2017-04-18,96.9
2017-04-19,101.0
2017-04-20,104.65
2017-04-21,107.2
2017-04-24,109.6
2017-04-25,108.0
2017-04-26,104.8
2017-04-27,105.2
2017-04-28,106.15
2017-05-02,110.2
2017-05-03,108.5
2017-05-04,109.3
2017-05-05,106.55
2017-05-08,108.1
2017-05-09,108.2
2017-05-10,109.75
2017-05-11,106.8
2017-05-12,106.5
2017-05-15,107.35
2017-05-16,106.05
2017-05-17,105.2
2017-05-18,103.4
2017-05-19,101.9
2017-05-22,97.65
2017-05-23,95.6
2017-05-24,91.95
2017-05-25,98.0
2017-05-26,103.8
2017-05-29,102.4
2017-05-30,104.95
2017-05-31,105.55
2017-06-01,105.95
2017-06-02,106.3
2017-06-05,105.15
2017-06-06,103.95
2017-06-07,105.05
2017-06-08,109.7
2017-06-09,112.4
2017-06-12,113.35
2017-06-13,119.75
2017-06-14,122.5
2017-06-15,117.3
2017-06-16,114.1
2017-06-19,117.4
2017-06-20,116.5
2017-06-21,116.7
2017-06-22,116.3
2017-06-23,111.75
2017-06-27,113.1
2017-06-28,112.9
2017-06-29,113.05
2017-06-30,112.25
2017-07-03,114.2
2017-07-04,113.05
2017-07-05,114.2
2017-07-06,118.0
2017-07-07,119.6
2017-07-10,123.75
2017-07-11,123.2
2017-07-12,122.15
2017-07-13,122.55
2017-07-14,121.8
2017-07-17,121.9
2017-07-18,124.3
2017-07-19,123.6
2017-07-20,124.05
2017-07-21,125.35
2017-07-24,128.05
2017-07-25,129.45
2017-07-26,132.75
2017-07-27,139.45
2017-07-28,138.2
2017-07-31,144.4
2017-08-01,147.7
2017-08-02,141.05
2017-08-03,136.85
2017-08-04,139.05
2017-08-07,141.6
2017-08-08,136.3
2017-08-09,133.0
2017-08-10,129.45
2017-08-11,128.1
2017-08-14,132.5
2017-08-16,132.5
2017-08-17,137.1
2017-08-18,137.85
2017-08-21,132.8
2017-08-22,132.8
2017-08-23,135.45
2017-08-24,135.9
2017-08-28,137.15
2017-08-29,134.75
2017-08-30,137.6
2017-08-31,142.25
2017-09-01,142.15
2017-09-04,138.1
2017-09-05,139.9
2017-09-06,140.5
2017-09-07,140.95
2017-09-08,139.2
2017-09-11,141.05
2017-09-12,142.2
2017-09-13,146.0
2017-09-14,147.9
2017-09-15,145.2
2017-09-18,150.8
2017-09-19,152.35
2017-09-20,151.55
2017-09-21,148.0
2017-09-22,142.8
2017-09-25,137.0
2017-09-26,144.3
2017-09-27,140.8
2017-09-28,141.45
2017-09-29,142.55
2017-10-03,141.65
2017-10-04,142.25
2017-10-05,156.25
2017-10-06,157.15
2017-10-09,165.7
2017-10-10,171.85
2017-10-11,166.75
2017-10-12,170.75
2017-10-13,167.95
2017-10-16,171.8
2017-10-17,177.45
2017-10-18,184.1
2017-10-19,184.35
2017-10-23,188.55
2017-10-24,180.8
2017-10-25,182.15
2017-10-26,184.2
2017-10-27,181.05
2017-10-30,181.2
2017-10-31,183.4
2017-11-01,180.25
2017-11-02,176.55
2017-11-03,178.0
2017-11-06,176.65
2017-11-07,174.15
2017-11-08,170.5
2017-11-09,182.15
2017-11-10,180.8
2017-11-13,178.35
2017-11-14,185.65
2017-11-15,179.6
2017-11-16,179.15
2017-11-17,175.8
2017-11-20,177.25
2017-11-21,182.3
2017-11-22,183.8
2017-11-23,182.3
2017-11-24,181.35
2017-11-27,179.45
2017-11-28,178.3
2017-11-29,176.35
2017-11-30,176.05
2017-12-01,175.15
2017-12-04,170.35
2017-12-05,167.7
2017-12-06,167.95
2017-12-07,172.85
2017-12-08,174.65
2017-12-11,172.8
2017-12-12,173.0
2017-12-13,172.55
2017-12-14,174.05
2017-12-15,174.2
2017-12-18,174.3
2017-12-19,181.05
2017-12-20,181.45
2017-12-21,182.65
2017-12-22,180.6
2017-12-26,184.6
2017-12-27,182.1
2017-12-28,181.25
2017-12-29,181.75
