Date,AIFL
2016-08-01,296.05
2016-08-02,295.0
2016-08-03,289.65
2016-08-04,298.8
2016-08-05,294.4
2016-08-08,306.4
2016-08-09,303.25
2016-08-10,303.45
2016-08-11,305.2
2016-08-12,301.55
2016-08-16,295.15
2016-08-17,295.05
2016-08-18,293.7
2016-08-19,308.7
2016-08-22,334.75
2016-08-23,331.6
2016-08-24,344.05
2016-08-25,348.05
2016-08-26,352.3
2016-08-29,357.1
2016-08-30,356.05
2016-08-31,371.5
2016-09-01,372.65
2016-09-02,383.1
2016-09-06,381.2
2016-09-07,380.35
2016-09-08,380.4
2016-09-09,376.45
2016-09-12,368.25
2016-09-14,361.45
2016-09-15,371.75
2016-09-16,377.1
2016-09-19,365.8
2016-09-20,355.15
2016-09-21,358.75
2016-09-22,368.45
2016-09-23,367.9
2016-09-26,361.45
2016-09-27,361.4
2016-09-28,353.95
2016-09-29,350.9
2016-09-30,352.2
2016-10-03,356.55
2016-10-04,357.75
2016-10-05,357.85
2016-10-06,352.9
2016-10-07,351.3
2016-10-10,348.2
2016-10-13,358.2
2016-10-14,370.2
2016-10-17,382.1
2016-10-18,396.35
2016-10-19,420.65
2016-10-20,416.75
2016-10-21,421.7
2016-10-24,434.4
2016-10-25,432.5
2016-10-26,436.0
2016-10-27,429.5
2016-10-28,429.65
2016-10-30,439.55
2016-11-01,433.4
2016-11-02,429.95
2016-11-03,426.35
2016-11-04,421.4
2016-11-07,431.3
2016-11-08,430.25
2016-11-09,428.8
2016-11-10,429.05
2016-11-11,413.9
2016-11-15,407.65
2016-11-16,399.45
2016-11-17,391.2
2016-11-18,389.35
2016-11-21,390.55
2016-11-22,386.8
2016-11-23,394.55
2016-11-24,401.55
2016-11-25,419.0
2016-11-28,419.85
2016-11-29,428.4
2016-11-30,422.75
2016-12-01,417.75
2016-12-02,415.9
2016-12-05,408.6
2016-12-06,405.6
2016-12-07,413.95
2016-12-08,414.05
2016-12-09,418.5
2016-12-12,410.3
2016-12-13,409.6
2016-12-14,408.8
2016-12-15,406.55
2016-12-16,410.9
2016-12-19,415.8
2016-12-20,423.3
2016-12-21,427.15
2016-12-22,433.75
2016-12-23,428.05
2016-12-26,408.05
2016-12-27,416.85
2016-12-28,417.55
2016-12-29,415.1
2016-12-30,415.45
2017-01-02,416.0
2017-01-03,412.75
2017-01-04,411.25
2017-01-05,408.55
2017-01-06,410.3
2017-01-09,409.35
2017-01-10,405.2
2017-01-11,418.35
2017-01-12,416.6
2017-01-13,407.8
2017-01-16,425.65
2017-01-17,426.25
2017-01-18,420.55
2017-01-19,412.35
2017-01-20,424.85
2017-01-23,437.45
2017-01-24,435.7
2017-01-25,439.7
2017-01-27,435.05
2017-01-30,431.9
2017-01-31,422.85
2017-02-01,428.25
2017-02-02,432.85
2017-02-03,436.55
2017-02-06,426.5
2017-02-07,417.7
2017-02-08,416.7
2017-02-09,406.8
2017-02-10,396.55
2017-02-13,405.25
2017-02-14,383.05
2017-02-15,397.95
2017-02-16,409.1
2017-02-17,410.85
2017-02-20,430.15
2017-02-21,430.25
2017-02-22,419.65
2017-02-23,420.9
2017-02-27,411.15
2017-02-28,411.4
2017-03-01,410.7
2017-03-02,388.15
2017-03-03,380.55
2017-03-06,385.25
2017-03-07,383.9
2017-03-08,382.85
2017-03-09,382.45
2017-03-10,382.5
2017-03-14,385.55
2017-03-15,384.7
2017-03-16,382.15
2017-03-17,386.95
2017-03-20,381.95
2017-03-21,380.55
2017-03-22,380.8
2017-03-23,382.15
2017-03-24,380.05
2017-03-27,380.1
2017-03-28,409.7
2017-03-29,396.7
2017-03-30,398.35
2017-03-31,395.5
2017-04-03,402.9
2017-04-05,421.35
2017-04-06,417.5
2017-04-07,414.05
2017-04-10,417.15
2017-04-11,414.65
2017-04-12,415.65
2017-04-13,429.35
2017-04-17,414.15
2017-04-18,404.85
2017-04-19,405.5
2017-04-20,402.25
2017-04-21,401.7
2017-04-24,411.4
2017-04-25,401.8
2017-04-26,396.6
2017-04-27,427.05
2017-04-28,426.3
2017-05-02,404.0
2017-05-03,404.85
2017-05-04,405.6
2017-05-05,419.45
2017-05-08,410.2
2017-05-09,406.4
2017-05-10,405.9
2017-05-11,406.6
2017-05-12,406.05
2017-05-15,403.25
2017-05-16,394.05
2017-05-17,399.7
2017-05-18,396.9
2017-05-19,399.65
2017-05-22,403.5
2017-05-23,409.55
2017-05-24,411.45
2017-05-25,404.4
2017-05-26,397.6
2017-05-29,396.75
2017-05-30,402.8
2017-05-31,409.8
2017-06-01,405.05
2017-06-02,400.35
2017-06-05,401.3
2017-06-06,400.15
2017-06-07,406.6
2017-06-08,404.45
2017-06-09,399.9
2017-06-12,397.15
2017-06-13,393.75
2017-06-14,402.1
2017-06-15,402.9
2017-06-16,396.95
2017-06-19,397.8
2017-06-20,394.85
2017-06-21,395.75
2017-06-22,394.3
2017-06-23,389.6
2017-06-27,419.3
2017-06-28,422.2
2017-06-29,412.45
2017-06-30,414.65
2017-07-03,413.65
2017-07-04,409.5
2017-07-05,406.2
2017-07-06,402.4
2017-07-07,404.6
2017-07-10,402.1
2017-07-11,402.3
2017-07-12,402.4
2017-07-13,402.2
2017-07-14,400.25
2017-07-17,401.4
2017-07-18,403.55
2017-07-19,403.65
2017-07-20,403.75
2017-07-21,402.75
2017-07-24,400.1
2017-07-25,401.65
2017-07-26,402.85
2017-07-27,405.15
2017-07-28,402.8
2017-07-31,400.25
2017-08-01,400.55
2017-08-02,399.15
2017-08-03,401.05
2017-08-04,400.4
2017-08-07,399.8
2017-08-08,399.4
2017-08-09,395.9
2017-08-10,396.85
2017-08-11,395.2
2017-08-14,397.6
2017-08-16,396.1
2017-08-17,396.1
2017-08-18,394.95
2017-08-21,393.4
2017-08-22,393.4
2017-08-23,393.1
2017-08-24,398.95
2017-08-28,395.35
2017-08-29,398.75
2017-08-30,400.25
2017-08-31,403.6
2017-09-01,396.55
2017-09-04,394.7
2017-09-05,395.0
2017-09-06,395.1
2017-09-07,393.85
2017-09-08,394.25
2017-09-11,393.5
2017-09-12,392.45
2017-09-13,392.65
2017-09-14,394.8
2017-09-15,401.45
2017-09-18,429.4
2017-09-19,434.25
2017-09-20,456.65
2017-09-21,477.85
2017-09-22,497.35
2017-09-25,497.4
2017-09-26,513.15
2017-09-27,501.45
2017-09-28,510.85
2017-09-29,499.75
2017-10-03,489.65
2017-10-04,486.3
2017-10-05,485.35
2017-10-06,486.1
2017-10-09,479.9
2017-10-10,479.3
2017-10-11,478.05
2017-10-12,476.95
2017-10-13,474.2
2017-10-16,476.45
2017-10-17,489.7
2017-10-18,488.9
2017-10-19,491.2
2017-10-23,483.25
2017-10-24,480.45
2017-10-25,477.4
2017-10-26,476.45
2017-10-27,473.15
2017-10-30,473.1
2017-10-31,479.0
2017-11-01,471.6
2017-11-02,473.05
2017-11-03,528.55
2017-11-06,530.8
2017-11-07,539.3
2017-11-08,524.15
2017-11-09,524.85
2017-11-10,516.55
2017-11-13,540.15
2017-11-14,531.8
2017-11-15,530.7
2017-11-16,529.2
2017-11-17,528.6
2017-11-20,511.4
2017-11-21,514.75
2017-11-22,532.55
2017-11-23,517.5
2017-11-24,510.5
2017-11-27,517.2
2017-11-28,520.15
2017-11-29,520.45
2017-11-30,515.95
2017-12-01,518.5
2017-12-04,522.05
2017-12-05,522.2
2017-12-06,525.2
2017-12-07,519.4
2017-12-08,518.8
2017-12-11,519.8
2017-12-12,511.9
2017-12-13,515.65
2017-12-14,519.35
2017-12-15,513.35
2017-12-18,501.1
2017-12-19,500.45
2017-12-20,502.7
2017-12-21,502.7
2017-12-22,494.2
2017-12-26,470.1
2017-12-27,459.7
2017-12-28,450.55
2017-12-29,471.75
