Date,MANGALAM
2016-03-15,289.9
2016-03-16,275.45
2016-03-17,261.7
2016-03-18,248.65
2016-03-21,236.25
2016-03-22,248.05
2016-03-23,260.45
2016-03-28,264.4
2016-03-29,256.05
2016-03-30,254.25
2016-03-31,253.3
2016-04-01,246.25
2016-04-04,234.0
2016-05-10,225.35
2016-05-11,214.1
2016-05-12,218.75
2016-05-13,216.75
2016-05-16,223.4
2016-05-17,212.25
2016-05-18,201.65
2016-05-19,193.6
2016-05-20,183.95
2016-05-23,174.8
2016-05-24,166.1
2016-05-25,174.4
2016-05-26,183.1
2016-05-27,192.25
2016-05-30,184.5
2016-05-31,193.7
2016-06-01,202.6
2016-06-02,197.7
2016-06-03,189.0
2016-06-06,179.55
2016-06-07,178.3
2016-06-08,179.95
2016-06-09,180.05
2016-06-10,171.2
2016-06-13,170.35
2016-06-14,164.9
2016-06-15,161.65
2016-06-16,155.15
2016-06-17,147.4
2016-06-20,140.15
2016-06-21,147.15
2016-06-22,154.5
2016-06-23,154.1
2016-06-24,150.15
2016-06-27,156.8
2016-06-28,150.4
2016-06-29,150.5
2016-06-30,153.55
2016-07-01,151.7
2016-07-04,151.35
2016-07-05,153.45
2016-07-07,150.4
2016-07-08,150.1
2016-07-11,150.85
2016-07-12,147.15
2016-07-13,150.2
2016-07-14,165.2
2016-07-15,181.7
2016-07-18,182.5
2016-07-19,176.3
2016-07-20,174.25
2016-07-21,167.8
2016-07-22,164.4
2016-07-25,180.8
2016-07-26,176.6
2016-07-27,180.25
2016-07-28,178.75
2016-07-29,184.35
2016-08-01,170.15
2016-08-02,163.25
2016-08-03,164.6
2016-08-04,165.25
2016-08-05,182.75
2016-08-08,176.3
2016-08-09,170.5
2016-08-10,167.5
2016-08-11,166.05
2016-08-12,163.0
2016-08-16,161.05
2016-08-17,166.05
2016-08-18,164.85
2016-08-19,164.0
2016-08-22,162.75
2016-08-23,160.95
2016-08-24,168.15
2016-08-25,172.6
2016-08-26,167.65
2016-08-29,165.65
2016-08-30,168.95
2016-08-31,166.9
2016-09-01,165.1
2016-09-02,165.45
2016-09-06,164.6
2016-09-07,163.35
2016-09-08,163.2
2016-09-09,163.4
2016-09-12,160.55
2016-09-14,158.4
2016-09-15,160.7
2016-09-16,158.65
2016-09-19,158.85
2016-09-20,162.25
2016-09-21,171.9
2016-09-22,168.25
2016-09-23,167.95
2016-09-26,165.95
2016-09-27,164.9
2016-09-28,165.7
2016-09-29,152.35
2016-09-30,159.2
2016-10-03,164.3
2016-10-04,164.7
2016-10-05,162.7
2016-10-06,170.6
2016-10-07,167.1
2016-10-10,166.7
2016-10-13,163.3
2016-10-14,163.2
2016-10-17,160.95
2016-10-18,162.05
2016-10-19,161.9
2016-10-20,164.9
2016-10-21,162.55
2016-10-24,161.3
2016-10-25,160.9
2016-10-26,158.45
2016-10-27,156.95
2016-10-28,156.8
2016-10-30,157.5
2016-11-01,166.15
2016-11-02,158.3
2016-11-03,155.85
2016-11-04,151.4
2016-11-07,156.9
2016-11-08,153.1
2016-11-09,146.85
2016-11-10,162.05
2016-11-11,155.45
2016-11-15,134.45
2016-11-16,136.15
2016-11-17,140.1
2016-11-18,138.65
2016-11-21,129.9
2016-11-22,124.9
2016-11-23,132.4
2016-11-24,135.3
2016-11-25,143.55
2016-11-28,149.9
2016-11-29,150.2
2016-11-30,151.0
2016-12-01,146.3
2016-12-02,142.05
2016-12-05,141.1
2016-12-06,138.6
2016-12-07,136.95
2016-12-08,139.05
2016-12-09,140.3
2016-12-12,139.65
2016-12-13,140.7
2016-12-14,138.4
2016-12-15,139.95
2016-12-16,138.0
2016-12-19,137.35
2016-12-20,135.55
2016-12-21,134.3
2016-12-22,130.95
2016-12-23,131.8
2016-12-26,128.05
2016-12-27,129.95
2016-12-28,130.05
2016-12-29,132.35
2016-12-30,133.1
2017-01-02,147.45
2017-01-03,145.55
2017-01-04,144.8
2017-01-05,145.35
2017-01-06,143.85
2017-01-09,144.5
2017-01-10,144.7
2017-01-11,145.35
2017-01-12,145.35
2017-01-13,141.8
2017-01-16,143.95
2017-01-17,145.0
2017-01-18,146.5
2017-01-19,162.35
2017-01-20,158.7
2017-01-23,158.25
2017-01-24,159.15
2017-01-25,159.9
2017-01-27,161.3
2017-01-30,156.2
2017-01-31,152.75
2017-02-01,151.3
2017-02-02,158.5
2017-02-03,157.8
2017-02-06,162.7
2017-02-07,157.8
2017-02-08,156.7
2017-02-09,157.15
2017-02-10,155.6
2017-02-13,154.2
2017-02-14,152.6
2017-02-15,148.8
2017-02-16,150.35
2017-02-17,151.45
2017-02-20,162.0
2017-02-21,158.1
2017-02-22,155.6
2017-02-23,152.65
2017-02-27,151.9
2017-02-28,154.7
2017-03-01,154.55
2017-03-02,151.6
2017-03-03,152.75
2017-03-06,152.6
2017-03-07,151.3
2017-03-08,150.1
2017-03-09,152.95
2017-03-10,151.25
2017-03-14,149.5
2017-03-15,152.3
2017-03-16,151.9
2017-03-17,150.45
2017-03-20,153.2
2017-03-21,150.85
2017-03-22,148.7
2017-03-23,147.7
2017-03-24,146.25
2017-03-27,144.8
2017-03-28,143.85
2017-03-29,144.2
2017-03-30,147.0
2017-03-31,145.0
2017-04-03,148.75
2017-04-05,151.3
2017-04-06,149.5
2017-04-07,147.05
2017-04-10,147.65
2017-04-11,147.15
2017-04-12,146.25
2017-04-13,149.1
2017-04-17,156.35
2017-04-18,153.6
2017-04-19,170.25
2017-04-20,193.45
2017-04-21,189.25
2017-04-24,202.9
2017-04-25,205.9
2017-04-26,195.45
2017-04-27,198.6
2017-04-28,194.1
2017-05-02,201.15
2017-05-03,196.9
2017-05-04,193.95
2017-05-05,192.6
2017-05-08,193.2
2017-05-09,194.15
2017-05-10,193.45
2017-05-11,187.6
2017-05-12,182.45
2017-05-15,187.75
2017-05-16,183.55
2017-05-17,182.4
2017-05-18,179.8
2017-05-19,175.95
2017-05-22,178.8
2017-05-23,172.25
2017-05-24,165.3
2017-05-25,177.75
2017-05-26,175.45
2017-05-29,173.4
2017-05-30,174.05
2017-05-31,171.45
2017-06-01,175.15
2017-06-02,173.85
2017-06-05,173.3
2017-06-06,171.45
2017-06-07,172.6
2017-06-08,173.75
2017-06-09,173.4
2017-06-12,171.8
2017-06-13,173.85
2017-06-14,171.35
2017-06-15,173.3
2017-06-16,171.4
2017-06-19,171.7
2017-06-20,171.2
2017-06-21,167.8
2017-06-22,165.8
2017-06-23,163.1
2017-06-27,159.05
2017-06-28,158.85
2017-06-29,160.7
2017-06-30,158.95
2017-07-03,163.1
2017-07-04,168.05
2017-07-05,171.0
2017-07-06,168.75
2017-07-07,166.35
2017-07-10,167.8
2017-07-11,170.5
2017-07-12,174.45
2017-07-13,170.55
2017-07-14,168.35
2017-07-17,166.9
2017-07-18,166.65
2017-07-19,168.25
2017-07-20,168.0
2017-07-21,165.15
2017-07-24,164.1
2017-07-25,162.55
2017-07-26,164.5
2017-07-27,161.5
2017-07-28,162.8
2017-07-31,160.15
2017-08-01,159.7
2017-08-02,163.6
2017-08-03,162.45
2017-08-04,158.75
2017-08-07,155.55
2017-08-08,155.35
2017-08-09,150.2
2017-08-10,137.45
2017-08-11,132.35
2017-08-14,133.9
2017-08-16,139.35
2017-08-17,140.45
2017-08-18,137.65
2017-08-21,135.15
2017-08-22,131.9
2017-08-23,139.9
2017-08-24,140.75
2017-08-28,136.0
2017-08-29,135.2
2017-08-30,137.85
2017-08-31,137.0
2017-09-01,139.1
2017-09-04,137.8
2017-09-05,136.35
2017-09-06,141.1
2017-09-07,138.65
2017-09-08,138.15
2017-09-11,135.8
2017-09-12,135.95
2017-09-13,136.85
2017-09-14,164.2
2017-09-15,159.4
2017-09-18,160.8
2017-09-19,155.65
2017-09-20,152.85
2017-09-21,160.15
2017-09-22,155.7
2017-09-25,150.7
2017-09-26,149.95
2017-09-27,142.95
2017-09-28,142.95
2017-09-29,147.2
2017-10-03,146.2
2017-10-04,147.85
2017-10-05,148.7
2017-10-06,149.75
2017-10-09,147.6
2017-10-10,150.05
2017-10-11,147.0
2017-10-12,148.65
2017-10-13,150.75
2017-10-16,147.75
2017-10-17,147.1
2017-10-18,145.85
2017-10-19,146.45
2017-10-23,152.55
2017-10-24,149.35
2017-10-25,147.7
2017-10-26,148.15
2017-10-27,147.6
2017-10-30,150.9
2017-10-31,150.6
2017-11-01,150.0
2017-11-02,152.05
2017-11-03,150.75
2017-11-06,151.45
2017-11-07,148.55
2017-11-08,147.25
2017-11-09,146.6
2017-11-10,147.35
2017-11-13,146.3
2017-11-14,146.8
2017-11-15,147.0
2017-11-16,154.35
2017-11-17,152.45
2017-11-20,155.45
2017-11-21,163.65
2017-11-22,165.1
2017-11-23,162.15
2017-11-24,164.55
2017-11-27,164.85
2017-11-28,164.45
2017-11-29,165.1
2017-11-30,163.0
2017-12-01,161.05
2017-12-04,168.85
2017-12-05,172.7
2017-12-06,190.1
2017-12-07,184.85
2017-12-08,186.5
2017-12-11,183.55
2017-12-12,180.45
2017-12-13,174.45
2017-12-14,177.5
2017-12-15,175.8
2017-12-18,174.85
2017-12-19,175.7
2017-12-20,177.1
2017-12-21,181.8
2017-12-22,184.45
2017-12-26,186.55
2017-12-27,214.3
2017-12-28,211.1
2017-12-29,217.9
